title,track,course,rooms,days,time_slots,description,expected_result,tags,tech_areas,author,telegram,links,repository,avg_score,expert_count,mentor_score,score_актуальность,score_практ_значимость,score_новизна,score_импакт,score_rd_сложность,score_масштабирование,score_критерий_7,expert_comments
Разработка модели динамики автотранспортного средства с применением нейронных сетей для высокоточных и быстродействующих алгоритмов управления беспилотными системами,Научный,2 курс,CV,2026-01-23,16:00:00,"1. Доработка уже существующего подхода, рассмотрение подхода с применением PINN (физически-информативная нейронная сеть).
2. Написание статьи
3. Обобщение подхода сразу под несколько автомобилей (предположительно, задача следующего семестра).

презентация с летней защиты: https://disk.yandex.ru/i/gY4iXzeO6k450A",,CV; Research; Security,Data_Scientist; ML; MLOps; Other,Студент_124,@user_018,https://disk.yandex.ru/d/qMLsijHFx8mGvg; https://disk.yandex.ru/i/gY4iXzeO6k450A,,2.43,1,5.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,"Для дальнейшего развития, на мой взгляд, требуется более масштабное тестирование, выявление ограничений предлагаемого метода и формирование рекомендаций по его практическому применению."
Разработка модуля генерации трехмерных объектов и окружений для современных 3D платформ и игровых движков,Индустриальный,,,,,"1. Поиск аналогов и изучение релевантных научных статей по выбранной теме
2. Апробация open/closed-source архитектур для 3d генерации
3. Работа над реализацией плагина и его интеграция в Unreal Engine

Предполагаемый результат:
Реализация минимального MVP с использованием готовых open-source моделей",,Gaming; ML в промышленности; Research,,Студент_281,@user_285,,,,,,,,,,,,,
"Разработка программно-аппаратного комплекса для автоматического обнаружения, идентификации и полёта к заданному объекту на борту БВС",Индустриальный,,,,,"1. Сбор требований, проектирование архитектуры решения, используемый подход для обеспечения необходимой эффективности, точности, скорости. А также ведение проекта внутри компании;
2. Подготовка датасета для обучения модели детекции + обучение нейронных сетей детекции объекта;
3. Реализация механизма трекинга объекта: исследование и выбор алгоритма трекинга, интеграция выбранного трекера с моделью детекции, тестирование устойчивости сопровождения на видеопотоке с различными сценариями;
4. Обучение модели нейронной сети для управления БВС:
- Сбор данных из симулятора Unity: запись кадров камеры, телеметрии БВС и позиции цели;
- Обучение baseline модели;
- Валидация модели в симуляторе: оценка точности выхода на цель и стабильности полета;
5. Оптимизация работы моделей на NPU микрокомпьютера:
- Конвертация моделей в формат, совместимый с целевым NPU (RKNN);
- Профилирование и оптимизация производительности пайплайна обработки;
6. Испытания прототипа системы на реальном БВС:
- Проведение наземных испытаний системы обнаружения и трекинга;
- Организация и проведение летных испытаний с поэтапным увеличением автономности.

Ожидаемый результат: По завершении семестра должен быть разработан и протестирован первый функционирующий программно-аппаратный прототип системы автономного наведения БВС на визуальную цель",По завершении семестра должен быть разработан и протестирован первый функционирующий программно-аппаратный прототип системы автономного наведения БВС на визуальную цель,CV; EdTech; Gaming; ML в промышленности; Агенты,,Студент_303,@user_140,,,,,,,,,,,,,
"разработка прототипа программно-аппаратного комплекса для автоматического обнаружения, идентификации и полёта к заданному объекту на борту бвс",Индустриальный,1 курс,"Бизнес - процессы, промышленность",2026-01-22,13:30:00,,,Business; CV; ML; ML в промышленности,CV; ML,Студент_303,,https://drive.google.com/drive/folders/18rTZzKTv296gdM1Tufoyd4BkyZKt-kt9?usp=sharing,,2.86,1,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,
Разработка рекомендательного doc2doc сервиса товарных изображений,Индустриальный,1 курс,,,,"1. [Разработка инфраструктуры сервиса doc2doc] - проектирование микросервисов
2. [Разработка инфраструктуры сервиса doc2doc] - реализация работы сервиса на основе hnsw
3. [Разработка инфраструктуры сервиса doc2doc] - внедрение логирования выдачи для нужд данных под обучение ранжирования
4. [Ранжирование] - Рассчет факторов ранжирование в сервисе и обучение формул
5. [Разработка инфраструктуры сервиса doc2doc] - обогащение выдачи сторонними сервисами для visability сервиса",,CV; EdTech; ML в промышленности; RecSys,Other; RecSys,Студент_411,@user_455,https://docs.google.com/presentation/d/1JfKlwv6CXGjShL7RdyrhFeqgsQkI8bctbA7snectFbg/edit?usp=sharing,,,,4.0,,,,,,,,
разработка сервиса для обработки и анализа логов на основе искусственного интеллекта,Demo Day,,"Распознование речи, агенты",2026-01-22,19:00:00,,,Agents; Audio,,,,,,,,,,,,,,,,
Разработка сервиса по транскрибации и суммаризации звонков в службу поддержки,Индустриальный,1 курс,,,,"Проанализировать область работы, доступные open-source модели для работы с аудио форматом, развернуть модель по транскрибации и диаризации на рабочих серверах, дообучить под корпоративные данные, написать обертку, добавить суммаризацию, выложить на прод-внедрить в службу поддержки

Ожидаемый результат: Разработан и выложен на прод сервис по транскрибации и суммаризации аудио звонков",Разработан и выложен на прод сервис по транскрибации и суммаризации аудио звонков,ASR; Audio; ML в промышленности,,Студент_1473,@user_629,,,,,,,,,,,,,
разработка системы автоматизированного машинного обучения на основе больших языковых моделей с извлечением знаний для эффективного использования внешних библиотек,Научный,1 курс,Multiagent systems,2026-01-23,16:00:00,,,Agents; EdTech; LLM; NLP; Research; Агенты,Agentic_AI; Data_Scientist; LLM; ML,Студент_108,,https://drive.google.com/drive/folders/1jw_yXomYUXz_TCn7UlQg8wjztVAF2RTv?usp=sharing,,3.0,2,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,
разработка трансформерного энкодера звуков животных,Научный,1 курс,Audio,2026-01-23,11:00:00,,,Audio; NLP; Research,Data_Scientist; NLP,Студент_003,,https://drive.google.com/drive/folders/1clRQaYKYaug-XoOAr9SOpUqx1M_luKP1?usp=sharing,,1.57,1,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,
"Разработка, платформы",Demo Day,,комната 3,2026-01-22,,,,,,,,,,,,,,,,,,,,
Ранжирование каталога в мобильном приложении доставки еды,Индустриальный,,,,,"Этап 1: Анализ данных и требований (Неделя 1-2)
Этап 2: Проектирование системы (Неделя 3-4)
Этап 3: Разработка модели (Неделя 5-8)
Этап 4: Инфраструктура и развертывание (Неделя 9-10)
Этап 5: Документирование и завершение (Неделя 11-12)

Ожидаемый результат: Реализовать модель ранжирования и вывести в прод",Реализовать модель ранжирования и вывести в прод,ML в промышленности,,Студент_514,@user_625,,,,,,,,,,,,,
Распознавание речи (Automated Speech Recognition (ASR) / speech-to-text (STT)),Demo Day,,Recsys / предиктивная аналитика,2026-01-22,,,,ASR; CV; RecSys,,,,,,,,,,,,,,,,
Распознование речи,Demo Day,,комната 6,2026-01-22,,,,,,,,,,,,,,,,,,,,
Расширение экспертизы матрицы MITRE ATLAS,Другое,,,,,"Расширить экспертизу матрицы атак MITRE ATLAS для того, чтобы сделать ее применимой в задачах консалтинга в сфере AI Security. Для этого нужно: 1. Изучить имеющиеся вектора атак, связанные с ними инциденты, идентификаторы CWE и другую связанную информацию. 
2. Изучить нормативные акты, существующие стандарты
3. Выбрать самые критичные вектора и для них собрать следующую экспертизу (следующий список может быть неполным и в ходе работы может быть доработан):
- Меры для митигации рисков 
- Имеющиеся инструменты для защиты
- Способы обхода вышеупомянутых инструментов

Ожидаемый результат: Собранная экспертиза объединена в базу знаний, каждая статья которой связана с соответствующим вектором из матрицы MITRE ATLAS","Собранная экспертиза объединена в базу знаний, каждая статья которой связана с соответствующим вектором из матрицы MITRE ATLAS",Security,,Студент_158,@user_255,,,,,,,,,,,,,
рекомендательная система докладов для jug,Индустриальный,2 курс,Презентация проектов перед бизнес - партнерами,2026-01-23,14:30:00,,,Business; ML в промышленности; RecSys,Other,Студент_814,,https://github.com/JUG-recomendation-system/documentations,,2.0,3,4.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,"в целом как решение проблемы ок, интересно как покажет себя в бою, пока выглядит как оверинжиниринг"
"Рекомендательная система, поиск",Demo Day,,комната  2,2026-01-22,,,,RecSys,,,,,,,,,,,,,,,,
рекомендательный doc2doc сервис товарных картинок,Demo Day,,"Продажи, B2B, услуги, маркетинг, ритэйл",2026-01-22,13:45:00,,,Business; GeoAI; RecSys,,,,,,3.0,1,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,
Реконструкция МРТ (Genotek),Научный,,,,,"Воспроизвести бейзлайны UNet и VarNet, улучшить их

Ожидаемый результат: Модель для реконструкции МРТ изображений лучше текущих бейзлайнов",Модель для реконструкции МРТ изображений лучше текущих бейзлайнов,CV; Research,,Студент_1387,@user_620,,,,,,,,,,,,,
ресерч по созданию модели для автомодерации маркетплейса озон,Индустриальный,1 курс,"Бизнес - процессы, промышленность",2026-01-22,15:15:00,,,Business; CV; LLM; ML; ML в промышленности; NLP; VLM,CV; LLM; NLP; VLM,Студент_310,,https://drive.google.com/drive/folders/1tDSipL72bIKJFti4RJ54YZM1vWaf7NHv?usp=sharing,,,,5.0,,,,,,,,
"Ресерч по созданию модели для автомодерации маркетплейса Озон. Если продавец меняет один товар на другой в карточке товара (кардинально меняет фото/название/нарушает бизнес-правила), то модель должна отклонять такой товар по резолюции ""Создайте новую карточку для товара"". Необходимо изучить и протестировать подходы, способные улучшить качество картиночной модели по пересозданию, которая по главному фото товара сможет это определять.",Индустриальный,,,,,"1) Собрать большой датасет для предобучения
2) Протестировать различные подходы для предобучения:
- masked image modeling
- контрастивное обучение:
       - clip-like по фото и названию товара
       - получение похожих эбмеддингов товара с фоном и без фона
- классификация категории товара (мебель/одежда и тд)
- мультитаск обучение, чтобы модель одновременно училась решать несколько вышеперечисленных задач
3) Выбрать лучший предобученный энкодер

Предполагаемый результат: получить энкодер, который под нашу задачу без дообучения на размеченных данных выдаст метрики лучше, чем у опенсорсных SOTA-решений.",,EdTech; GeoAI; ML в промышленности,,Студент_310,@user_147,,,,,,,,,,,,,
"Ресерч токенизаторов ( названия нету, просто тема, которой занимался зашла Валентину ))",Научный,1 курс,,,,"Изучить актуальные исследования и материалы по токенизации для языковых моделей, чтобы сформировать целостное понимание современного состояния области и выявить ключевые направления развития.

Проанализировать существующие подходы к адаптации токенизаторов и языковых моделей под специфические домены; выделить наиболее перспективные методы.

Разработать и/или адаптировать бенчмарки для объективной оценки эффективности различных методов.

Провести серию исследований по инициализации векторных представлений токенов.

Ожидаемый результат: Активно вести разработку и исследования: за семестр все явно не успеется, поэтому хочется выполнить хотя бы треть от текущего плана.","Активно вести разработку и исследования: за семестр все явно не успеется, поэтому хочется выполнить хотя бы треть от текущего плана.",NLP; Research,,Студент_1253,@user_304,,,,,,,,,,,,,
Речевая аналитика в департаменте клиентского сервиса,Индустриальный,,,,,"Разработать систему оценивания качества работы операторов по записям их разговоров с клиентами. Есть чеклист - правила, которые должны соблюдать все операторы, по нему можно ""грейдить"" операторов.

1. Студент_2266 должен включать в себя транскрибацию, автопунктуацию, диаризацию, маскирование персональных данных, исключение мусорных диалогов.
2. LLM аналитика текстов относительно единых правил операторов, выставление оценок. Сбор ручной разметки и сбор метрик проекта.",,ASR; LLM; ML в промышленности; NLP,,Студент_258,@user_265,,,,,,,,,,,,,
Речевые технологии Х5,Индустриальный,1 курс,Безопасность,2026-01-22,14:30:00,"Основной задачей на этот семестр будет разработка метода оценки работы диаризации в текущем продукте и исследование для улучшиения диаризации. Для этого нужно
- Собрать датасет для сбора метрик качества диаризации и оценка существующего решения
- Исследовать возможность использования других библиотек или методик для диаризации видеовстречи

Ожидаемый результат: Улучшение метрики качества диаризации видеовстреч",Улучшение метрики качества диаризации видеовстреч,CV; ML в промышленности; Security,,Студент_273,@user_241,https://drive.google.com/drive/folders/1BovdqoRgENIAenXU1jXL7GrcSggQA3qS?usp=sharing,,2.71,1,,3.0,3.0,2.0,3.0,3.0,2.0,3.0,
Решение cross-lingual jailbreaking с помощью семантического анализа,Научный,,,,,"1. Анализ уязвимости cross-lingual jailbreaking: взять бенчмарки на англ популярные с вредоносными промптами и перевести их на несколько видов языков (октябрь)
    2. Решение для нашей проблемы - это ""Cross-Lingual Safety Head"" (идея: использование semantic intent bank - то есть мы векторизовали по смыслу какой-то набор вредоносных промптов и собрали их в кодбук, затем добавляем блок, который будет получать входной запрос и сравнивать его с кодбуком).
    Анализ и исследование этого решения - ноябрь-декабрь
    Январь уже защита там и оформление результатов (и вообще доп время на всякий случай)

Ожидаемый результат: Исследование гипотезы: возможно ли решение cross-lingual jailbreaking с помощью семантического анализа",Исследование гипотезы: возможно ли решение cross-lingual jailbreaking с помощью семантического анализа,NLP; Research; Security,,Студент_035,@user_013,,,,,,,,,,,,,
решение для определения сезонности товаров,Индустриальный,2 курс,"Бизнес - процессы, промышленность",2026-01-22,14:45:00,,,Business; ML; ML в промышленности,Data_Scientist; ML,Студент_784,,https://drive.google.com/drive/folders/1FeWfM7Sp5_f5mnuC432mjH95a2Da-o_L?usp=sharing,,,,5.0,,,,,,,,
Сomputer vision,Demo Day,,"ML в промышленности, RAG, NLP, Автономные агенты",2026-01-22,,,,ML в промышленности; NLP,,,,,,,,,,,,,,,,
сopilot для врачей,Demo Day,,Медицина,2026-01-22,17:30:00,,,MedTech,,,,,,3.0,1,,3.0,,,,,,,
Сегментация,Demo Day,,комната 4,2026-01-22,,,,CV,,,,,,,,,,,,,,,,
"сегментация opg с помощью моделей cv, обученных на multimodal mri",Demo Day,,CV,2026-01-23,12:15:00,,,CV; EdTech,,,,,,2.1,3,,3.0,2.67,2.0,1.67,1.67,2.67,1.0,
сегментация клиентов и рекомендации продуктов,Demo Day,,RecSys,2026-01-22,11:15:00,,,CV; RecSys,,,,,,2.86,1,,3.0,3.0,3.0,3.0,3.0,3.0,2.0,
Сегментация клиентов и рекомендация продуктов,Индустриальный,1 курс,"Бизнес-процессы, промышленность",2026-01-22,17:45:00,"1. Сбор, изучение и подготовка данных по транзакциям клиентов
2. Проведение экспериментов по построению транзакционного профиля клиентов
3. Проведение экспериментов по сегментации клиентской базы
4. Интерпретация сегментов — выявление особенностей, предпочтений и паттернов поведения клиентов в каждом сегменте, определение целевых групп
5. Разработка алгоритма рекомендации продуктов банка
6. Оценка качества рекомендаций, анализ ошибок и корректировка пайплайна.
7. Подготовка отчета",,Business; CV; FinTech; ML; ML в промышленности; RecSys,RecSys,Студент_349,@user_364,https://drive.google.com/drive/folders/1PaaenS3DXPIQJ28s0ooZIPYhWsFNkjUo?usp=sharing,,3.0,1,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,
Сегментация клиентов и рекомендация продуктов. Газпромбанк,Индустриальный,,,,,"1. Сбор, изучение и подготовка данных по транзакциям клиентов
2. Проведение экспериментов по построению транзакционного профиля клиентов
3. Проведение экспериментов по сегментации клиентской базы
4. Интерпретация сегментов — выявление особенностей, предпочтений и паттернов поведения клиентов в каждом сегменте, определение целевых групп
5. Разработка алгоритма рекомендации продуктов банка
6. Оценка качества рекомендаций, анализ ошибок и корректировка пайплайна.
7. Подготовка отчета",,CV; FinTech; ML в промышленности,,Студент_878,@user_689,,,,,,,,,,,,,
Сервис аналитики геоданных,Индустриальный,,,,,"1. Обзор данных для предсказаний и добавление новых источников
2.Выделение 2-3 задач предсказания 
3. Обучение модели и добавление прогнозов на карту

Ожидаемый результат: Есть возможность строить прогнозы для некоторых задач",Есть возможность строить прогнозы для некоторых задач,EdTech; GeoAI; ML в промышленности,,Студент_856,@user_665,,,,,,,,,,,,,
Сервис геоаналитики на открытых данных,Индустриальный,2 курс,Гео,2026-01-22,15:30:00,"1. Исследование публичных данных для задачи пространственного прогнозирования торговых и сервисных точек.
2. Формулировка гипотез и генерация признаков.
3. Формирование пайплайна с AutoML.

Ожидаемый результат: 1. Каталог релевантных источников открытых данных. 2. Подготовленные обучающие выборки. 3. Прототипы моделей и AutoML-решения.",1. Каталог релевантных источников открытых данных. 2. Подготовленные обучающие выборки. 3. Прототипы моделей и AutoML-решения.,FinTech; Geo; ML в промышленности,Other,Студент_706,@user_236,https://docs.google.com/presentation/d/14AocJH0J8De-LL5efjZQwuTLIPT5LhwWQcBfHubzEsg/edit?usp=sharing,,,,5.0,,,,,,,,
сервис интеллектуального поиска по строительной документации,Индустриальный,1 курс,Презентация проектов перед бизнес - партнерами,2026-01-23,14:45:00,,,Business; LLM; ML в промышленности; NLP,LLM; NLP,Студент_450,,https://drive.google.com/drive/folders/1qFr00SGXFLAwxYRNIeW5KJDtfalfC_Ix?usp=sharing,,2.29,2,,3.0,2.5,2.0,2.0,2.0,2.5,2.0,"презентация оставляет много открытых вопросов. не продемонстрировано/рассказано об обработке сущностей сложнее текста (таблицы, изображения и тп). сомнения в качестве проведенного тестирования."
Сервис интеллектуального поиска по строительной документации для ООО «Студент_2256,Индустриальный,,,,,"1) Провести аудит текущих базы документов, имеющихся у компании ДжиминиСофт
2) Провести детальную проработку арихтектуры решение и составление подробного ТЗ
3) Провести эксперименты и разработать прототип системы
4) Интегрировать прототип в систему ДжиминиСофт

Ожидаемый результат: Интегрировать прототип в систему ДжиминиСофт",Интегрировать прототип в систему ДжиминиСофт,ML в промышленности,,Студент_708,@user_238,,,,,,,,,,,,,
Сервис кандидатогенерации на основе векторного поиска,Индустриальный,2 курс,HR,2026-01-22,10:30:00,"Улучшение RePlay валидационного пайплайна
Добавление новых путей генерации кандидатов

Ожидаемый результат: Внедрение новой сети / улучшенный пайплайн валидации",Внедрение новой сети / улучшенный пайплайн валидации,HR; ML в промышленности; NLP; RecSys,Data_Scientist; ML; NLP; RecSys,Студент_202,@user_182,https://docs.google.com/presentation/d/10IWnvER64bpPCIYnsgWIzybAxR7HGN_At_2NR3CsohM/edit?usp=sharing,,2.57,1,5.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,
Сервис по оценке качества работы экспертов фонда,Индустриальный,2 курс,,,,"1. Общие положения
1.1. Наименование работ
Разработка системы анализа и оценки качества работы экспертов по оценке (экспертизе) конкурсных заявок НКО на финансирование с применением методов машинного обучения и NLP.
1.2. Цель проекта
Создание системы оценки (в т.ч. ретроспективной) работы экспертов для повышения качества оценки (экспертизы) заявок НКО.
1.3. Основные проблемы
o	Несогласованность экспертных оценок с требованиями фонда 
o	Недостаток системного учета «проблемных» зон экспертов для обеспечения роста их компетенций в оценке заявок 
o	Отсутствие системных механизмов контроля качества экспертизы
2. Этапы выполнения работ
МЕСЯЦ 1: Комплексный анализ статистических показателей экспертных оценок 
2.1. Задачи первого месяца
1.	Расчет детальных метрик по каждому эксперту с углубленным анализом
2.	Создание системы оценки базовых характеристик экспертной деятельности (экспертиз)
3.	Разработка методологии принятия решений на основе анализа качества работы экспертов 

2.2. Детальный объем работ
2.2.1. Метрика ""Средний вес оценки эксперта"":
Расчет формулы: Вес = (Оценка эксперта) / (Средняя оценка всех экспертов по заявке)
o	Анализ отклонений от группового консенсуса
o	Выявление экспертов, систематически завышающих или занижающих оценки
o	Расчет стандартного отклонения весов для определения стабильности эксперта

2.2.2. Полнота комментариев (количественная оценка):
o	Подсчет количества слов, предложений, абзацев в каждом комментарии
o	Расчет средней длины комментариев по эксперту
o	Сравнение с медианными значениями по всем экспертам
o	Определение минимальных пороговых значений для достаточной полноты  комментариев

2.2.3. Уникальность комментариев эксперта:
o	Применение алгоритмов определения текстового сходства 
o	Расчет процента уникальных фраз и конструкций в комментариях эксперта
o	Выявление шаблонных формулировок и ""копипаста"" (систематического механического копирования)
o	Оценка лексического разнообразия (TTR - Type-Token Ratio)

2.2.4. К",,EdTech; FinTech; ML в промышленности; NLP,,Студент_1875,@user_486,,,,,,,,,,,,,
Сервис поиска по структурированной информации,Индустриальный,1 курс,RecSys,2026-01-22,10:45:00,"Изучение решений на рынке, проектирование архитектуры системы по нотации С4, реализация минимальной версии проекта, тестирование

Ожидаемый результат: Реализован МВП поиска по структурированным данным",Реализован МВП поиска по структурированным данным,LLM; ML в промышленности; NLP; RecSys; Агенты,Agentic_AI; LLM; NLP,Студент_221,@user_102,https://disk.yandex.ru/d/AoLfUkvcntD7Qw,,2.64,2,,3.0,3.0,1.5,2.5,3.0,3.0,3.0,
Синтез речи,Demo Day,,Recsys / предиктивная аналитика,2026-01-22,,,,RecSys,,,,,,,,,,,,,,,,
система автоматического сбора и анализа корпоративных событий и данных облигационного рынка россии с применением методов машинного обучения для оценки рисков.,Demo Day,,FinTech,2026-01-22,11:00:00,,,EdTech; FinTech,,,,,,,,,,,,,,,,
система автоматической генерации рекламных баннеров.,Demo Day (Бизнес),,"Бизнес-процессы, промышленность",2026-01-22,18:00:00,,,Business; ML; ML в промышленности,,,,,,3.0,1,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,
система автоматической проверки сайтов по набору критериев,Demo Day,,"Туризм, досуг + NLP",2026-01-22,17:30:00,,,Geo; NLP,,,,,,2.57,1,,3.0,3.0,3.0,2.0,2.0,3.0,2.0,
Система анализа и оценки качества работы экспертов фонда «Абсолют-Помощь,Индустриальный,,,,,"План работы на семестр:

1. Общие положения
1.1. Наименование работ
Разработка системы анализа и оценки качества работы экспертов по оценке (экспертизе) конкурсных заявок НКО на финансирование с применением методов машинного обучения и NLP.
1.2. Цель проекта
Создание системы оценки (в т.ч. ретроспективной) работы экспертов для повышения качества оценки (экспертизы) заявок НКО.
1.3. Основные проблемы
o  Несогласованность экспертных оценок с требованиями фонда 
o  Недостаток системного учета «проблемных» зон экспертов для обеспечения роста их компетенций в оценке заявок 
o  Отсутствие системных механизмов контроля качества экспертизы
2. Этапы выполнения работ
МЕСЯЦ 1: Комплексный анализ статистических показателей экспертных оценок 
2.1. Задачи первого месяца
1.  Расчет детальных метрик по каждому эксперту с углубленным анализом
2.  Создание системы оценки базовых характеристик экспертной деятельности (экспертиз)
3.  Разработка методологии принятия решений на основе анализа качества работы экспертов 

2.2. Детальный объем работ
2.2.1. Метрика ""Средний вес оценки эксперта"":
Расчет формулы: Вес = (Оценка эксперта) / (Средняя оценка всех экспертов по заявке)
o  Анализ отклонений от группового консенсуса
o  Выявление экспертов, систематически завышающих или занижающих оценки
o  Расчет стандартного отклонения весов для определения стабильности эксперта

2.2.2. Полнота комментариев (количественная оценка):
o  Подсчет количества слов, предложений, абзацев в каждом комментарии
o  Расчет средней длины комментариев по эксперту
o  Сравнение с медианными значениями по всем экспертам
o  Определение минимальных пороговых значений для достаточной полноты  комментариев

2.2.3. Уникальность комментариев эксперта:
o  Применение алгоритмов определения текстового сходства 
o  Расчет процента уникальных фраз и конструкций в комментариях эксперта
o  Выявление шаблонных формулировок и ""копипаста"" (систематического механического копирования)
o  Оценка лексического разно",,EdTech; FinTech; ML в промышленности; NLP,,Студент_949,@user_419,,,,,,,,,,,,,
Система визуального контроля качества «Прокопий,Стартап,,,,,"Задача на семестр — реализовать агента-брифатора предназначенного для автоматизации сбора и формализации требований к визуальному контролю качества. Он взаимодействует с технологами и инженерами по качеству, извлекая информацию из чертежей, технических требований и практики ОТК.

Ожидаемый результат: Реализованный модуль агента, способный сформировать профиль конроля, включающий в себя критерии качества, допуски, таксономию дефектов, сценарии съемки","Реализованный модуль агента, способный сформировать профиль конроля, включающий в себя критерии качества, допуски, таксономию дефектов, сценарии съемки",Агенты; Стартап,,Студент_794,@user_300,,,,,,,,,,,,,
система для оценки качества работы операторов тех поддержки по аудиозаписям их разговоров с покупателем,Индустриальный,2 курс,"Продажи, B2B, услуги, маркетинг, ритэйл",2026-01-22,14:00:00,,,Audio; Business; LLM; ML в промышленности; NLP; Агенты,Agentic_AI; Audio; Data_Scientist; LLM; ML; NLP,Студент_258,,https://drive.google.com/drive/folders/1W08KQt_wu9o22K46QVrZBVwAsH4nr77X?usp=sharing,,2.93,2,5.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,
Система машинного перевода для низкоресурсных языков - TatSoft,Индустриальный,1 курс,,,,"1) сбор и хранение параллельных корпусов пар языков (русский-татарский);
2) систематизация и анализ НД;
3) проведение аналитического обзора методов, технологий и инструментов в области МП текстов, выбор подходящих методов, технологий и инструментов с обоснованием решений;
4) обучение моделей МП текстов на основе собранных параллельных корпусов, отслеживание качества перевода;
5) настройка и сбор дополнительного НД для русско-татарского и татарско-русского перевода;
6) разработка подсистемы для автоматизированного сбора НД для русско-татарского и татарско-русского перевода;
7) обработка и включение собранного НД в обучающий НД;
8) обучение модели русско-татарского и татарско-русского МП на обновленном обучающем НД, отслеживание качества перевода;
10) разработка API;
13) разработка ТД.

Ожидаемый результат: модель машинного перевода для русско-татарской языковой пары с качеством BLEU > 27%",модель машинного перевода для русско-татарской языковой пары с качеством BLEU > 27%,EdTech; ML в промышленности; NLP,,Студент_1395,@user_622,,,,,,,,,,,,,
система машинного перевода для низкоресурсных языков tatsoft 2.0,Demo Day (Бизнес),,Презентация проектов перед бизнес - партнерами,2026-01-23,16:00:00,,,Business; NLP,,,,,,,,,,,,,,,,
"система предобработки промптов от взломов, атак и фрода",Demo Day,,Security,2026-01-23,11:00:00,,,Security,,,,,,2.6,3,,3.0,2.67,2.0,3.0,2.33,3.0,2.33,
система распознания ржя для использования в медицинских обследованиях,Научный,1 курс,Science (MedTech),2026-01-23,14:45:00,,,Audio; BioTech; CV; EdTech; MedTech; Research; VLM,Audio; CV; VLM,Студент_374,,https://drive.google.com/drive/folders/1thM_6IFuCMbyuLVvuJouDJjFmP52_POo?usp=share_link,,1.86,3,5.0,3.0,2.0,2.0,1.0,2.0,1.67,1.33,
Система управления исследовательскими проектами (продуктовые и DS исследования),Индустриальный,1 курс,"Распознование речи, агенты",2026-01-22,19:15:00,"1. Выдвинуть гипотезы + прогнозы
2. Проработать вопросы по шаблону проблемного интервью
3. Показать руководителю, объединить с существующим шаблоном, согласовать план на интервью
4. Провести проблемные интервью
5. Проанализировать данные - получить выводы

Ожидаемый результат: Проведены продуктовые исследования, описаны боли и их решения.","Проведены продуктовые исследования, описаны боли и их решения.",Agents; Audio; ML в промышленности,Other,Студент_365,@user_270,https://drive.google.com/drive/folders/1X_10Kxt7owJHkcdqJbXtXE3F0DkjMkaj?usp=sharing,,,,5.0,,,,,,,,
