title,rooms,days,tracks,time_slots,team,description,tags,author,telegram_contact,avg_score,expert_count
Разработка агентной системы для генерации кода / для причинно-следственного анализа (точное направление в процессе согласования),,,,,,"[Трек: Индустриальный] - Изучение релевантных научных статей и работ по агентным системам
- Анализ возможных архитектур агентной системы, составление плана тестирования
- Эксперименты с архитектурами и измерение метрик
- Анализ результатов и доработка архитектуры под требования заказчика

Ожидаемый результат: Агентная система, способная качественно выполнять задачу (в зависимости от темы), с уровнем ошибок не более заданного. Реализация интерфейса доступа пользователей к системе (UI/ API)",Research; Автономные агенты; ML в промышленности; NLP,Студент_248,@expert_023,0,0
Разработка бенчмарка для мультиагентной системы экзаменатора,Multiagent systems,,,,,"[Трек: Научный] 1. Анализ существующей литературы по предметной области.
2. Поиск подходящих бенчмарков и метрик для каждой компоненты мультиагентной системы.
3. Сборка своего бенчмарка, на основе существующих датасетов для валидации оставшихся компонент м.а. системы.
4. Разработка протокола тестирования м.а. системы.
5. Валидация разработанной системы и сравнение результатов с бейзлайном.
6. Подготовка результатов к публикации на конференцию/воркшоп

Ожидаемый результат: Готовый протокол бенчмаркинга для мультиагентной систнемы",Автономные агенты; Research; Agents,Студент_105,@user_614,2.64,2
Разработка и исследование методов тензорного параллелизма для оптимизации потребления памяти GPU в распределенном обучении больших языковых моделей.,,,,,,"[Трек: Индустриальный] Доделать инженерную часть

Ожидаемый результат: Готовый модуль, позволяющий сэкономить потребление памяти GPU в распределенном обучении",ML в промышленности; EdTech; NLP,Студент_332,@user_664,0,0
Разработка инструментария по борьбе с фродом в сервисе авторизации,,,,,,"[Трек: Индустриальный] -

Ожидаемый результат: -",ML в промышленности,Студент_1860,@user_669,0,0
Разработка компонента рекомендательной системы для сервиса подбора персонала,"Бизнес - процессы, промышленность",,,,,"[Трек: Индустриальный] 1) Анализ данных
2) Проектирование системы
3) Построение пайплайна 
4) Дообучение модели ранжирования
5) Замер метрик

Ожидаемый результат: Рабочий прототип",ML в промышленности; RecSys; EdTech; ML; Business,Студент_309,@user_452,0,0
Разработка модели бинарной классификации для удержания денежных средств клиентов банка,FinTech,,,,,"[Трек: Индустриальный] Цель проекта:
Разработать модель бинарной классификации, которая будет классифицировать клиентов (Юридические лица) с высоким риском вывода денежных средств из банка на основе их транзакционной активности. Модель должна классифицировать клиентов на две категории:
•	""1"" (риск вывода денежных средств) — клиенты, склонные к выводу средств.
•	""0"" (нет риска) — клиенты, которые не проявляют признаков вывода денежных средств.
На основе прогноза модели о потенциальном выводе средств будут формироваться персонализированные предложения, направленные на усиление лояльности клиентов и сохранение их денежных средств в банке.
Фаза 1: Подготовка (Месяц 1)
Задачи:
1.	Сбор бизнес-требований:
o	Проведение встреч с заказчиком для формулировки KPI: 
	Какие метрики важны для бизнеса (например, точность, recall, precision)?
	Уточнение необходимых источников данных.
	Какие условия триггера о склонности клиента к выводу средств?
	На каком временном диапазоне модель должна быть обучена?
	Какие пороги для классификации клиентов как ""риск вывода"" считаются критичными?
	Нужно ли приоритизировать клиентов по сегментам (например, VIP-клиенты требуют более агрессивных действий)?
o	Документирование требований: что значит ""риск вывода денежных средств"", какие данные необходимы для модели.
2.	Исследование источников данных:
o	Оценка доступности данных: 
	История транзакций (пополнения, выводы, переводы в другие банки).
	Данные о клиентах (сегмент, история взаимодействий).
o	Проверка качества данных: полнота, актуальность, наличие меток для обучения модели.
Фаза 2: Разработка прототипа модели (Месяц 2–4)
Задачи:
1.	Предобработка данных:
o	Очистка данных: удаление дубликатов, обработка пропусков, нормализация.
2.	Разведывательный анализ (EDA):
o	Визуализация данных: распределение целевой переменной, корреляции, аномалии.
o	Анализ дисбаланса классов
o	Формулировка гипотез: какие факторы сильнее всего влияют на вывод денежных средств.
3.	Feature Engineering: 
o	Создание п",ML в промышленности; EdTech; RecSys; FinTech,Студент_236,@user_294,2.29,1
Разработка модели динамики автотранспортного средства с применением нейронных сетей для высокоточных и быстродействующих алгоритмов управления беспилотными системами,CV,,,,,"[Трек: Научный] ""1. Доработка уже существующего подхода, рассмотрение подхода с применением PINN (физически-информативная нейронная сеть).
2. Написание статьи
3. Обобщение подхода сразу под несколько автомобилей (предположительно, задача следующего семестра).

презентация с летней защиты: https://disk.yandex.ru/i/gY4iXzeO6k450A""",CV; Research; Security,Студент_124,@user_018,2.43,1
Разработка модуля генерации трехмерных объектов и окружений для современных 3D платформ и игровых движков,,,,,,"[Трек: Индустриальный] 1. Поиск аналогов и изучение релевантных научных статей по выбранной теме
2. Апробация open/closed-source архитектур для 3d генерации
3. Работа над реализацией плагина и его интеграция в Unreal Engine

Предполагаемый результат:
Реализация минимального MVP с использованием готовых open-source моделей",ML в промышленности; Research; Gaming; NLP,Студент_281,@user_285,0,0
"Разработка программно-аппаратного комплекса для автоматического обнаружения, идентификации и полёта к заданному объекту на борту БВС",,,,,,"[Трек: Индустриальный] 1. Сбор требований, проектирование архитектуры решения, используемый подход для обеспечения необходимой эффективности, точности, скорости. А также ведение проекта внутри компании;
2. Подготовка датасета для обучения модели детекции + обучение нейронных сетей детекции объекта;
3. Реализация механизма трекинга объекта: исследование и выбор алгоритма трекинга, интеграция выбранного трекера с моделью детекции, тестирование устойчивости сопровождения на видеопотоке с различными сценариями;
4. Обучение модели нейронной сети для управления БВС:
- Сбор данных из симулятора Unity: запись кадров камеры, телеметрии БВС и позиции цели;
- Обучение baseline модели;
- Валидация модели в симуляторе: оценка точности выхода на цель и стабильности полета;
5. Оптимизация работы моделей на NPU микрокомпьютера:
- Конвертация моделей в формат, совместимый с целевым NPU (RKNN);
- Профилирование и оптимизация производительности пайплайна обработки;
6. Испытания прототипа системы на реальном БВС:
- Проведение наземных испытаний системы обнаружения и трекинга;
- Организация и проведение летных испытаний с поэтапным увеличением автономности.

Ожидаемый результат: По завершении семестра должен быть разработан и протестирован первый функционирующий программно-аппаратный прототип системы автономного наведения БВС на визуальную цель",ML в промышленности; Gaming; CV; Автономные агенты; EdTech,Студент_303,@user_140,0,0
Разработка сервиса по транскрибации и суммаризации звонков в службу поддержки,,,,,,"[Трек: Индустриальный] Проанализировать область работы, доступные open-source модели для работы с аудио форматом, развернуть модель по транскрибации и диаризации на рабочих серверах, дообучить под корпоративные данные, написать обертку, добавить суммаризацию, выложить на прод-внедрить в службу поддержки

Ожидаемый результат: Разработан и выложен на прод сервис по транскрибации и суммаризации аудио звонков",Audio; ASR; ML в промышленности,Студент_1473,@user_629,0,0
"Разработка, платформы",комната 3,2026-01-22,Demo Day,,,,,,,0,0
Ранжирование каталога в мобильном приложении доставки еды,,,,,,"[Трек: Индустриальный] Этап 1: Анализ данных и требований (Неделя 1-2)
Этап 2: Проектирование системы (Неделя 3-4)
Этап 3: Разработка модели (Неделя 5-8)
Этап 4: Инфраструктура и развертывание (Неделя 9-10)
Этап 5: Документирование и завершение (Неделя 11-12)

Ожидаемый результат: Реализовать модель ранжирования и вывести в прод",ML в промышленности,Студент_514,@user_625,0,0
Распознавание речи (Automated Speech Recognition (ASR) / speech-to-text (STT)),Recsys / предиктивная аналитика,2026-01-22,Demo Day,,,,CV; ASR; RecSys,,,0,0
"Распознавание речи (Automated Speech Recognition (ASR) / speech-to-text (STT)), Синтез речи (Speech Synthesis / text-to-speech (TTS))",ML в Fintech,2026-01-22,Demo Day,,,,CV; ASR; Audio; FinTech,,,0,0
Распознование речи,комната 6,2026-01-22,Demo Day,,,,,,,0,0
Расширение экспертизы матрицы MITRE ATLAS,,,,,,"[Трек: Другое] Расширить экспертизу матрицы атак MITRE ATLAS для того, чтобы сделать ее применимой в задачах консалтинга в сфере AI Security. Для этого нужно: 1. Изучить имеющиеся вектора атак, связанные с ними инциденты, идентификаторы CWE и другую связанную информацию. 
2. Изучить нормативные акты, существующие стандарты
3. Выбрать самые критичные вектора и для них собрать следующую экспертизу (следующий список может быть неполным и в ходе работы может быть доработан):
- Меры для митигации рисков 
- Имеющиеся инструменты для защиты
- Способы обхода вышеупомянутых инструментов

Ожидаемый результат: Собранная экспертиза объединена в базу знаний, каждая статья которой связана с соответствующим вектором из матрицы MITRE ATLAS",Security,Студент_158,@user_255,0,0
"Рекомендательная система, поиск",комната  2,2026-01-22,Demo Day,,,,RecSys,,,0,0
Реконструкция МРТ (Genotek),,,,,,"[Трек: Научный] Воспроизвести бейзлайны UNet и VarNet, улучшить их

Ожидаемый результат: Модель для реконструкции МРТ изображений лучше текущих бейзлайнов",CV; Research,Студент_1387,@user_620,0,0
"Ресерч по созданию модели для автомодерации маркетплейса Озон. 

Если продавец меняет один товар на другой в карточке товара  (кардинально меняет фото/название/нарушает бизнес-правила), то модель должна отклонять такой товар по резолюции ""Создайте новую карточку для товара"". 
Необходимо изучить и протестировать подходы, способные улучшить качество картиночной модели по пересозданию, которая по главному фото товара сможет это определять.",,,,,,"[Трек: Индустриальный] 1) Собрать большой датасет для предобучения
2) Протестировать различные подходы для предобучения:
- masked image modeling
- контрастивное обучение:
       - clip-like по фото и названию товара
       - получение похожих эбмеддингов товара с фоном и без фона
- классификация категории товара (мебель/одежда и тд)
- мультитаск обучение, чтобы модель одновременно училась решать несколько вышеперечисленных задач
3) Выбрать лучший предобученный энкодер

Предполагаемый результат: получить энкодер, который под нашу задачу без дообучения на размеченных данных выдаст метрики лучше, чем у опенсорсных SOTA-решений.",GeoAI; EdTech; ML в промышленности,Студент_310,@user_147,0,0
"Ресерч токенизаторов ( названия нету, просто тема, которой занимался зашла Валентину ))",,,,,,"[Трек: Научный] Изучить актуальные исследования и материалы по токенизации для языковых моделей, чтобы сформировать целостное понимание современного состояния области и выявить ключевые направления развития.

Проанализировать существующие подходы к адаптации токенизаторов и языковых моделей под специфические домены; выделить наиболее перспективные методы.

Разработать и/или адаптировать бенчмарки для объективной оценки эффективности различных методов.

Провести серию исследований по инициализации векторных представлений токенов.

Ожидаемый результат: Активно вести разработку и исследования: за семестр все явно не успеется, поэтому хочется выполнить хотя бы треть от текущего плана.",Research; NLP,Студент_1253,@user_304,0,0
Речевая аналитика в департаменте клиентского сервиса,,,,,,"[Трек: Индустриальный] Разработать систему оценивания качества работы операторов по записям их разговоров с клиентами. Есть чеклист - правила, которые должны соблюдать все операторы, по нему можно ""грейдить"" операторов.

1. Студент_2266 должен включать в себя транскрибацию, автопунктуацию, диаризацию, маскирование персональных данных, исключение мусорных диалогов.
2. LLM аналитика текстов относительно единых правил операторов, выставление оценок. Сбор ручной разметки и сбор метрик проекта.",ML в промышленности; ASR; NLP,Студент_258,@user_265,0,0
Речевые технологии Х5,Безопасность,,,,,"[Трек: Индустриальный] Основной задачей на этот семестр будет разработка метода оценки работы диаризации в текущем продукте и исследование для улучшиения диаризации. Для этого нужно
- Собрать датасет для сбора метрик качества диаризации и оценка существующего решения
- Исследовать возможность использования других библиотек или методик для диаризации видеовстречи

Ожидаемый результат: Улучшение метрики качества диаризации видеовстреч",CV; ML в промышленности; Security,Студент_273,@user_241,2.71,1
Решение cross-lingual jailbreaking с помощью семантического анализа,,,,,,"[Трек: Научный] 1. Анализ уязвимости cross-lingual jailbreaking: взять бенчмарки на англ популярные с вредоносными промптами и перевести их на несколько видов языков (октябрь)
    2. Решение для нашей проблемы - это ""Cross-Lingual Safety Head"" (идея: использование semantic intent bank - то есть мы векторизовали по смыслу какой-то набор вредоносных промптов и собрали их в кодбук, затем добавляем блок, который будет получать входной запрос и сравнивать его с кодбуком).
    Анализ и исследование этого решения - ноябрь-декабрь
    Январь уже защита там и оформление результатов (и вообще доп время на всякий случай)

Ожидаемый результат: Исследование гипотезы: возможно ли решение cross-lingual jailbreaking с помощью семантического анализа",Research; Security; NLP,Студент_035,@user_013,0,0
Сomputer vision,"ML в промышленности, RAG, NLP, Автономные агенты",2026-01-22,Demo Day,,,,NLP,,,0,0
Сегментация,комната 4,2026-01-22,Demo Day,,,,CV,,,0,0
Сегментация клиентов и рекомендация продуктов,"Бизнес-процессы, промышленность",,,,,"[Трек: Индустриальный] 1. Сбор, изучение и подготовка данных по транзакциям клиентов
2. Проведение экспериментов по построению транзакционного профиля клиентов
3. Проведение экспериментов по сегментации клиентской базы
4. Интерпретация сегментов — выявление особенностей, предпочтений и паттернов поведения клиентов в каждом сегменте, определение целевых групп
5. Разработка алгоритма рекомендации продуктов банка
6. Оценка качества рекомендаций, анализ ошибок и корректировка пайплайна.
7. Подготовка отчета",ML в промышленности; CV; FinTech; ML; Business,Студент_349,@user_364,3.0,1
Сегментация клиентов и рекомендация продуктов. Газпромбанк,,,,,,"[Трек: Индустриальный] 1. Сбор, изучение и подготовка данных по транзакциям клиентов
2. Проведение экспериментов по построению транзакционного профиля клиентов
3. Проведение экспериментов по сегментации клиентской базы
4. Интерпретация сегментов — выявление особенностей, предпочтений и паттернов поведения клиентов в каждом сегменте, определение целевых групп
5. Разработка алгоритма рекомендации продуктов банка
6. Оценка качества рекомендаций, анализ ошибок и корректировка пайплайна.
7. Подготовка отчета",CV; ML в промышленности; FinTech,Студент_878,@user_689,0,0
Сервис аналитики геоданных,,,,,,"[Трек: Индустриальный] 1. Обзор данных для предсказаний и добавление новых источников
2.Выделение 2-3 задач предсказания 
3. Обучение модели и добавление прогнозов на карту

Ожидаемый результат: Есть возможность строить прогнозы для некоторых задач",GeoAI; EdTech; ML в промышленности,Студент_856,@user_665,0,0
Сервис геоаналитики на открытых данных,Гео,,,,,"[Трек: Индустриальный] 1. Исследование публичных данных для задачи пространственного прогнозирования торговых и сервисных точек.
2. Формулировка гипотез и генерация признаков.
3. Формирование пайплайна с AutoML.

Ожидаемый результат: 1. Каталог релевантных источников открытых данных. 2. Подготовленные обучающие выборки. 3. Прототипы моделей и AutoML-решения.",ML в промышленности; Geo; NLP; FinTech,Студент_706,@user_236,0,0
Сервис интеллектуального поиска по строительной документации для  ООО «Студент_2256»,,,,,,"[Трек: Индустриальный] 1) Провести аудит текущих базы документов, имеющихся у компании ДжиминиСофт
2) Провести детальную проработку арихтектуры решение и составление подробного ТЗ
3) Провести эксперименты и разработать прототип системы
4) Интегрировать прототип в систему ДжиминиСофт

Ожидаемый результат: Интегрировать прототип в систему ДжиминиСофт",ML в промышленности,Студент_708,@user_238,0,0
Сервис кандидатогенерации на основе векторного поиска,HR,,,,,"[Трек: Индустриальный] Улучшение RePlay валидационного пайплайна
Добавление новых путей генерации кандидатов

Ожидаемый результат: Внедрение новой сети / улучшенный пайплайн валидации",ML в промышленности; RecSys; Recsys; HR; NLP,Студент_202,@user_182,2.57,1
Сервис по оценке качества работы экспертов фонда,,,,,,"[Трек: Индустриальный] 1. Общие положения
1.1. Наименование работ
Разработка системы анализа и оценки качества работы экспертов по оценке (экспертизе) конкурсных заявок НКО на финансирование с применением методов машинного обучения и NLP.
1.2. Цель проекта
Создание системы оценки (в т.ч. ретроспективной) работы экспертов для повышения качества оценки (экспертизы) заявок НКО.
1.3. Основные проблемы
o	Несогласованность экспертных оценок с требованиями фонда 
o	Недостаток системного учета «проблемных» зон экспертов для обеспечения роста их компетенций в оценке заявок 
o	Отсутствие системных механизмов контроля качества экспертизы
2. Этапы выполнения работ
МЕСЯЦ 1: Комплексный анализ статистических показателей экспертных оценок 
2.1. Задачи первого месяца
1.	Расчет детальных метрик по каждому эксперту с углубленным анализом
2.	Создание системы оценки базовых характеристик экспертной деятельности (экспертиз)
3.	Разработка методологии принятия решений на основе анализа качества работы экспертов 

2.2. Детальный объем работ
2.2.1. Метрика ""Средний вес оценки эксперта"":
Расчет формулы: Вес = (Оценка эксперта) / (Средняя оценка всех экспертов по заявке)
o	Анализ отклонений от группового консенсуса
o	Выявление экспертов, систематически завышающих или занижающих оценки
o	Расчет стандартного отклонения весов для определения стабильности эксперта

2.2.2. Полнота комментариев (количественная оценка):
o	Подсчет количества слов, предложений, абзацев в каждом комментарии
o	Расчет средней длины комментариев по эксперту
o	Сравнение с медианными значениями по всем экспертам
o	Определение минимальных пороговых значений для достаточной полноты  комментариев

2.2.3. Уникальность комментариев эксперта:
o	Применение алгоритмов определения текстового сходства 
o	Расчет процента уникальных фраз и конструкций в комментариях эксперта
o	Выявление шаблонных формулировок и ""копипаста"" (систематического механического копирования)
o	Оценка лексического разнообразия (TTR - Type-Token Ratio)

2.2.4. К",ML в промышленности; EdTech; NLP; FinTech,Студент_1875,@user_486,0,0
Сервис поиска по структурированной информации,RecSys,,,,,"[Трек: Индустриальный] Изучение решений на рынке, проектирование архитектуры системы по нотации С4, реализация минимальной версии проекта, тестирование

Ожидаемый результат: Реализован МВП поиска по структурированным данным",ML в промышленности; RecSys; NLP,Студент_221,@user_102,2.64,2
Синтез речи,Recsys / предиктивная аналитика,2026-01-22,Demo Day,,,,RecSys,,,0,0
Система анализа и оценки качества работы экспертов фонда «Абсолют-Помощь»,,,,,,"[Трек: Индустриальный] План работы на семестр:

1. Общие положения
1.1. Наименование работ
Разработка системы анализа и оценки качества работы экспертов по оценке (экспертизе) конкурсных заявок НКО на финансирование с применением методов машинного обучения и NLP.
1.2. Цель проекта
Создание системы оценки (в т.ч. ретроспективной) работы экспертов для повышения качества оценки (экспертизы) заявок НКО.
1.3. Основные проблемы
o  Несогласованность экспертных оценок с требованиями фонда 
o  Недостаток системного учета «проблемных» зон экспертов для обеспечения роста их компетенций в оценке заявок 
o  Отсутствие системных механизмов контроля качества экспертизы
2. Этапы выполнения работ
МЕСЯЦ 1: Комплексный анализ статистических показателей экспертных оценок 
2.1. Задачи первого месяца
1.  Расчет детальных метрик по каждому эксперту с углубленным анализом
2.  Создание системы оценки базовых характеристик экспертной деятельности (экспертиз)
3.  Разработка методологии принятия решений на основе анализа качества работы экспертов 

2.2. Детальный объем работ
2.2.1. Метрика ""Средний вес оценки эксперта"":
Расчет формулы: Вес = (Оценка эксперта) / (Средняя оценка всех экспертов по заявке)
o  Анализ отклонений от группового консенсуса
o  Выявление экспертов, систематически завышающих или занижающих оценки
o  Расчет стандартного отклонения весов для определения стабильности эксперта

2.2.2. Полнота комментариев (количественная оценка):
o  Подсчет количества слов, предложений, абзацев в каждом комментарии
o  Расчет средней длины комментариев по эксперту
o  Сравнение с медианными значениями по всем экспертам
o  Определение минимальных пороговых значений для достаточной полноты  комментариев

2.2.3. Уникальность комментариев эксперта:
o  Применение алгоритмов определения текстового сходства 
o  Расчет процента уникальных фраз и конструкций в комментариях эксперта
o  Выявление шаблонных формулировок и ""копипаста"" (систематического механического копирования)
o  Оценка лексического разно",ML в промышленности; EdTech; NLP; FinTech,Студент_949,@user_419,0,0
Система визуального контроля качества «Прокопий»,,,,,,"[Трек: Стартап] Задача на семестр — реализовать агента-брифатора предназначенного для автоматизации сбора и формализации требований к визуальному контролю качества. Он взаимодействует с технологами и инженерами по качеству, извлекая информацию из чертежей, технических требований и практики ОТК.

Ожидаемый результат: Реализованный модуль агента, способный сформировать профиль конроля, включающий в себя критерии качества, допуски, таксономию дефектов, сценарии съемки",Автономные агенты; Стартап,Студент_794,@user_300,0,0
Система машинного перевода для низкоресурсных языков - TatSoft,,,,,,"[Трек: Индустриальный] 1) сбор и хранение параллельных корпусов пар языков (русский-татарский);
2) систематизация и анализ НД;
3) проведение аналитического обзора методов, технологий и инструментов в области МП текстов, выбор подходящих методов, технологий и инструментов с обоснованием решений;
4) обучение моделей МП текстов на основе собранных параллельных корпусов, отслеживание качества перевода;
5) настройка и сбор дополнительного НД для русско-татарского и татарско-русского перевода;
6) разработка подсистемы для автоматизированного сбора НД для русско-татарского и татарско-русского перевода;
7) обработка и включение собранного НД в обучающий НД;
8) обучение модели русско-татарского и татарско-русского МП на обновленном обучающем НД, отслеживание качества перевода;
10) разработка API;
13) разработка ТД.

Ожидаемый результат: модель машинного перевода для русско-татарской языковой пары с качеством BLEU > 27%",ML в промышленности; EdTech; NLP,Студент_1395,@user_622,0,0
Система управления исследовательскими проектами (продуктовые и DS исследования),"Распознование речи, агенты",,,,,"[Трек: Индустриальный] 1. Выдвинуть гипотезы + прогнозы
2. Проработать вопросы по шаблону проблемного интервью
3. Показать руководителю, объединить с существующим шаблоном, согласовать план на интервью
4. Провести проблемные интервью
5. Проанализировать данные - получить выводы

Ожидаемый результат: Проведены продуктовые исследования, описаны боли и их решения.",Audio; ML в промышленности; Agents,Студент_365,@user_270,0,0
Скоринг модель для физ. лиц МТС Банка,,,,,,"[Трек: Индустриальный] 1. Определиться с местом развертки модели 
2. Продумать необходимый объем данных (в БД банка есть много нюансов)
3. Сформировать список сложностей перед реализацией прототипа (например, раз в месяц поступает весьма ценная информация) 
4. Реализовать прототип

Ожидаемый результат: Техническая документация проекта + прототип решения",ML в промышленности; FinTech,Студент_1614,@user_086,0,0
Создание ИИ-ассистента для организации,,,,,,"[Трек: Индустриальный] Создать MVP проекта ассистента и его тестирование

Ожидаемый результат: MVP проекта",ML в промышленности,Студент_1610,@user_647,0,0
Страновые рейтинги,,,,,,"[Трек: Индустриальный] -Найти научного руководителя
-Собираюсь собрать актуальный набор данных
-Пройти на нём все этапы, что я сделал на работе, а именно:
1) Подготовка данных
2) Обучение моделей
3) Валидация результата

Ожидаемый результат: Готовая модель, дабы потом описать процесс её построения в дипломе",Research; EdTech; ML в промышленности,Студент_184,@user_423,0,0
Структурно-информированный генеративный дизайн белок-связывающих аптамеров посредством алгоритмов на основе обучения с подкреплением,Science (BioTech),,,,,"[Трек: Научный] 1. Знакомство с научной литературой и документацией по проекту
2. Анализ существующих БД аптамер-таргет
3. Поиск дескрипторов для нуклеотидных и аминокислотных последовательностей
4. Разработка классификатора связывания аптамер-таргет
5. Тест open-source классификаторов
6. Поиск метрик для создания reward-функции в RL
7. Проработка базовой реализации RL

Ожидаемый результат: Исполнение вышестоящих задач, в особенности с 1 по 5 пункт. Создан валидный датасет и подобраны информативные дескрипторы. Реализована гибридная классификация (использован собственный и open-source'ный классификаторы)",Research; EdTech; BioTech,Студент_113,@user_053,2.52,3
Сценарное моделирование для создания персональных предложений корпоративным клиентам банка,,,,,,"[Трек: Индустриальный] 1. Подготовка ad hoc исследования при помощи модели (оценка разных сценариев для удержания остатков на расчетных счетах клиентов)
2. Проведение экспериментов и улучшение offline метрик модели
3. Подготовка пилота акции на новые продукты, поддержка существующего пилота акции

Ожидаемый результат: Результат: завершено исследование и получены практические инсайды, улучшены метрики модели, разработан новый пилот акции (или согласовано применение модели)",ML в промышленности; FinTech,Студент_177,@user_461,0,0
